file_name,score
2302.pkl,2.019474361736654e-06
2303.pkl,1.6390907775794917e-06
2304.pkl,2.8700693498629884e-06
2305.pkl,1.5218052728031912e-06
2306.pkl,0.00531484139109115
2307.pkl,1.2572314279180761e-06
231.pkl,0.001495123887893666
2312.pkl,1.5487519533473402e-06
2313.pkl,1.745772479388823e-06
2314.pkl,0.00011217343445326286
2316.pkl,4.2060880077734464e-05
2319.pkl,2.3610108965844032e-06
2320.pkl,5.450149727993648e-06
2324.pkl,1.8156380663198562e-06
2325.pkl,4.983906217031991e-06
2327.pkl,1.3844598977866113e-06
2329.pkl,0.0035455756538121
233.pkl,2.0439411924499176e-06
2331.pkl,6.554027634163025e-06
2333.pkl,1.6467710010408196e-06
2334.pkl,1.6304894090598612e-06
2336.pkl,7.892892081026872e-06
2338.pkl,8.028034078090737e-06
2341.pkl,1.568887781227903e-05
2342.pkl,0.0013177242942454597
2343.pkl,1.464182991038152e-06
2346.pkl,1.6949517433305678e-06
2347.pkl,1.6998393557021475e-06
2348.pkl,4.323027876433461e-06
2349.pkl,1.3960871286176375e-06
2351.pkl,1.0559136979632605e-05
2352.pkl,1.4172508749369498e-06
2353.pkl,2.1979738836314954e-06
2354.pkl,2.441938830392321e-06
2355.pkl,3.428897495249273e-06
2356.pkl,1.953560414878999e-06
2357.pkl,1.8548289034667818e-06
2360.pkl,0.000221938717712936
2362.pkl,1.288579581027957e-06
2364.pkl,6.100351961827924e-06
237.pkl,0.00012690128079346445
2370.pkl,1.65219339946157e-06
2372.pkl,2.6723661683528334e-05
2374.pkl,1.4448343415007372e-05
2375.pkl,1.7596965010084623e-06
2377.pkl,0.00121153757608827
2378.pkl,1.3033719835923867e-05
2379.pkl,3.3611855403442136e-06
238.pkl,5.899056444370042e-06
2380.pkl,1.6975091917303102e-06
2381.pkl,1.3567889319052494e-06
2386.pkl,1.424478535409334e-06
2388.pkl,0.00883954516242304
2390.pkl,0.01371091859811003
2391.pkl,1.9747650970566623e-06
2392.pkl,4.740683100892683e-06
2393.pkl,2.8958748748206693e-06
2394.pkl,1.8597233816487889e-06
2396.pkl,6.8246167661938485e-06
2398.pkl,3.6420488507779904e-06
2399.pkl,3.2196631462127207e-06
24.pkl,4.523064261288166e-05
2400.pkl,3.636538768535336e-06
2401.pkl,1.2514428362890269e-06
2402.pkl,1.5617821147742018e-06
2403.pkl,2.1670360301274685e-06
2404.pkl,2.038564879375414e-06
2406.pkl,2.575795696360906e-05
2408.pkl,1.3480446411748495e-06
2409.pkl,1.3975978770426418e-06
2410.pkl,7.109589911965493e-06
2414.pkl,1.8240386514238967e-06
2416.pkl,8.190121908363834e-06
2417.pkl,5.8325051647626735e-05
2418.pkl,1.822870886711936e-06
2419.pkl,1.8506751470271824e-06
242.pkl,1.5967019246190776e-06
2420.pkl,8.29127337413307e-05
2424.pkl,1.254377137664075e-06
2425.pkl,7.953909407123055e-06
2428.pkl,0.0005281445409813459
2430.pkl,1.3457497579085642e-06
2431.pkl,1.4710145620263487e-06
2434.pkl,1.4332523621860843e-06
2435.pkl,2.1397726772304333e-06
2436.pkl,0.13214091839595674
2437.pkl,3.8135598428563304e-06
2439.pkl,1.7026320838536968e-06
244.pkl,7.276902013409128e-06
2441.pkl,1.657797603300997e-06
2442.pkl,2.7980503033405227e-06
2443.pkl,8.119932205792761e-05
2444.pkl,1.5050310104449128e-06
2447.pkl,1.518110668529909e-06
2451.pkl,2.2455922082389397e-05
2452.pkl,1.4198229797810685e-06
2453.pkl,1.281199994591642e-06
2454.pkl,1.579000093187727e-06
2455.pkl,3.305843286842841e-06
2457.pkl,1.163712894190566e-05
2460.pkl,1.3036717521026597e-06
2462.pkl,3.338185490882743e-06
2463.pkl,0.00031536952128054
2464.pkl,2.0241779755810103e-06
2469.pkl,6.852638816028736e-06
2471.pkl,1.640554584271255e-06
2472.pkl,3.0143140698330186e-06
2474.pkl,6.953745535755527e-05
2476.pkl,0.00019625688378461
2477.pkl,1.4562947837781194e-06
248.pkl,1.63549181689097e-06
2481.pkl,8.271011021800393e-05
2484.pkl,8.25179298841069e-05
2488.pkl,2.1536193044218362e-05
2489.pkl,2.934422241015887e-06
2491.pkl,1.8838097558337468e-06
2493.pkl,3.0457366411468858e-05
2494.pkl,4.2448003366185805e-06
2499.pkl,0.000129949029631582
25.pkl,1.5106896459385576e-06
2502.pkl,1.5895268735982384e-06
2503.pkl,6.315691672282541e-05
2507.pkl,3.0051403843998413e-06
2508.pkl,3.2400228657425745e-05
2509.pkl,1.7108745118730373e-06
251.pkl,2.3800232591116015e-06
2511.pkl,1.340358583275592e-06
2512.pkl,0.000266730374787758
2513.pkl,1.5485767227649907e-06
2516.pkl,1.289220776091727e-06
2517.pkl,3.300244232651399e-06
2518.pkl,5.585947927151452e-05
2519.pkl,6.341825300849444e-06
252.pkl,3.2236391629011663e-06
2520.pkl,1.9628172043969237e-06
2521.pkl,8.506421326861625e-06
2522.pkl,1.2548219849536227e-06
2523.pkl,6.670200652397624e-05
2525.pkl,1.654761090086792e-06
2529.pkl,1.5052459561069028e-06
2531.pkl,8.609653836313996e-06
2532.pkl,2.070041585250795e-06
2534.pkl,4.259847932368127e-05
2536.pkl,1.9439874707191983e-06
2537.pkl,1.3505888742092844e-06
2538.pkl,2.2776081336907644e-06
2540.pkl,4.733168181984722e-06
2541.pkl,2.84319817500321e-06
2546.pkl,0.00051532952923571
2548.pkl,1.3201963724747103e-06
2549.pkl,2.4846932950680142e-06
255.pkl,1.3307238165960548e-06
2551.pkl,6.121377041664741e-05
2553.pkl,1.5803855233971398e-05
2554.pkl,2.114432351525932e-06
2560.pkl,1.3723640788494668e-06
2561.pkl,1.2699744463556316e-06
2565.pkl,1.3447510319570762e-06
2566.pkl,1.634002897074798e-05
2567.pkl,1.3864469000834461e-06
2568.pkl,1.5544342445762113e-06
257.pkl,1.804931265186552e-05
2570.pkl,1.6226823330483704e-06
2571.pkl,1.707223970858335e-06
2573.pkl,2.5071720786219276e-06
2575.pkl,3.5139103571165435e-05
2577.pkl,2.850692305575742e-06
2578.pkl,2.796141887304461e-06
258.pkl,6.580214465619631e-06
2582.pkl,1.8962933008671773e-06
2583.pkl,1.3858654109250094e-05
2584.pkl,1.1517776052942691e-05
2585.pkl,3.6310979569424407e-06
2586.pkl,0.000879379150356338
2590.pkl,1.636520904080791e-05
2591.pkl,5.967557733014419e-06
2593.pkl,4.875065875824064e-06
2594.pkl,4.676529664735313e-05
2595.pkl,0.00153804136080447
2597.pkl,8.40035923555881e-06
2598.pkl,1.4620646840009251e-06
2599.pkl,1.8675201627525227e-06
26.pkl,1.3418143126323804e-06
260.pkl,3.996377707652759e-06
2600.pkl,1.7120659985654383e-06
2601.pkl,1.8528242642597302e-06
2602.pkl,0.4980144641453058
2604.pkl,1.7125284926284537e-06
2605.pkl,7.507861625094716e-05
2606.pkl,1.2832783027347966e-06
2607.pkl,2.780582830388072e-06
2608.pkl,1.5397176988459183e-06
2609.pkl,1.8459560933595302e-06
2610.pkl,4.1466086545803096e-06
2611.pkl,0.00013221285962500355
2615.pkl,1.5593393127945715e-06
2616.pkl,9.049467175585583e-06
2617.pkl,1.956152882364049e-06
2619.pkl,0.00013938827300131597
2620.pkl,1.4580163842109923e-06
2624.pkl,1.2992828082182678e-06
2626.pkl,1.3110667979121626e-06
2627.pkl,1.5305390354690303e-06
2628.pkl,0.0007714085301505758
2629.pkl,5.260139253725794e-06
263.pkl,2.257049563701781e-06
2630.pkl,2.090859663551309e-06
2631.pkl,4.39620764384511e-06
2633.pkl,1.7961416189096613e-06
2635.pkl,1.4514085276500475e-06
2636.pkl,1.5140629709157855e-06
2637.pkl,0.00080311814012649
264.pkl,4.088396981959602e-06
2641.pkl,8.010913736090058e-05
2642.pkl,4.793350346196358e-06
2643.pkl,1.5986075205976743e-06
2645.pkl,4.0282055898091675e-05
2646.pkl,2.1481333450819644e-06
2649.pkl,1.3606805333546673e-06
2650.pkl,2.8145182304194877e-06
2651.pkl,0.0010031832013048419
2653.pkl,2.60942026094203e-05
2656.pkl,0.00010200650045112799
2659.pkl,1.979322434996418e-06
266.pkl,1.3000286436202633e-06
2662.pkl,1.823041519095145e-06
2663.pkl,5.623483157073127e-06
2665.pkl,1.0136052620811206e-05
2668.pkl,1.9414864182596388e-05
2669.pkl,6.4574643228419384e-06
2670.pkl,0.02121659143924029
2672.pkl,1.688102360635395e-06
2673.pkl,1.748739186773559e-06
2676.pkl,2.5574353340166335e-06
2680.pkl,9.246521391529414e-06
2681.pkl,8.68909939168714e-06
2682.pkl,6.7733297001555565e-06
2685.pkl,2.2637051648474103e-05
2687.pkl,7.326656859618838e-06
2688.pkl,0.0001387673362423445
2689.pkl,0.0015762731635933197
269.pkl,1.456156043114534e-06
2690.pkl,1.3590553931522759e-06
2691.pkl,1.4597915611326362e-06
2692.pkl,0.00020257361162368199
2695.pkl,3.1258828190387116e-06
2697.pkl,3.19084517067037e-05
2698.pkl,1.564428600368633e-06
2699.pkl,1.458406625489004e-06
27.pkl,1.6121871358695215e-06
2701.pkl,1.5202329686086627e-06
2702.pkl,1.5091763482214327e-06
2703.pkl,0.0003818818154454584
2706.pkl,4.601826001278098e-06
2707.pkl,1.6585355672456544e-06
2708.pkl,3.82724751774255e-05
2709.pkl,1.7468973556615598e-06
2710.pkl,1.0617786566132761e-05
2711.pkl,1.8428118761306996e-06
2712.pkl,0.00941778992751025
2713.pkl,1.2723807810926846e-06
2715.pkl,2.0037644069025628e-06
2717.pkl,1.5807199835187926e-06
2721.pkl,2.0615077878813577e-06
2723.pkl,2.323762217609483e-05
2728.pkl,4.8862853613757394e-06
2729.pkl,1.6463884345215247e-05
2730.pkl,1.7073090037332784e-06
2731.pkl,1.3829449677124152e-06
2732.pkl,1.7153625276152168e-05
2733.pkl,7.859119181690885e-05
2734.pkl,0.0005639101580770199
2739.pkl,2.3769481673174896e-05
2741.pkl,1.3392269211668189e-06
2744.pkl,1.3835063551026577e-06
2745.pkl,1.4437151580261043e-06
2746.pkl,1.94323920681731e-06
2747.pkl,3.0558892768974847e-06
2750.pkl,1.7414744995305769e-06
2751.pkl,1.6156013187882358e-05
2754.pkl,4.9860883937345846e-05
2755.pkl,5.109618457284927e-05
2756.pkl,1.9747022252186576e-06
2757.pkl,2.633748745427871e-06
276.pkl,1.3358451751514616e-06
2761.pkl,4.005177785751288e-06
2763.pkl,1.83278555484708e-06
2764.pkl,1.9275337857774405e-06
2765.pkl,5.550311897598701e-06
2766.pkl,1.863618843663902e-06
2767.pkl,0.0008343296340671759
2768.pkl,2.1461960795363634e-06
2771.pkl,2.671033727914573e-06
2773.pkl,2.2275686220618377e-05
2774.pkl,7.885514140038054e-06
2777.pkl,2.127777253375704e-06
2781.pkl,1.8838637537038083e-06
2782.pkl,4.3460014597622455e-05
2784.pkl,1.4307792209821304e-06
2785.pkl,1.4240990318383702e-06
2786.pkl,5.103439123898286e-06
2788.pkl,9.541630704896704e-06
279.pkl,0.0001637863291310405
2794.pkl,1.3545290509397363e-06
2795.pkl,1.2486180526655517e-06
2796.pkl,1.124231438908092e-05
2797.pkl,1.4700295182275281e-06
28.pkl,1.5043636756065736e-06
2802.pkl,0.0001594040849268171
2803.pkl,1.5759078714363739e-06
2806.pkl,3.196571198639913e-05
2807.pkl,1.5166463667053962e-06
2808.pkl,2.2831296953822743e-05
2809.pkl,1.0549024104596915e-05
281.pkl,0.0015390811435924499
2812.pkl,2.913177817767992e-06
2813.pkl,5.525808261974513e-06
2814.pkl,0.007506922990809781
2816.pkl,0.0230794084651553
2817.pkl,7.711054424028658e-05
2818.pkl,0.0017532619317524197
2820.pkl,1.7553092490549861e-06
2822.pkl,1.3552945514791193e-06
2823.pkl,2.3001814525588144e-05
2825.pkl,3.12468429803616e-06
2826.pkl,1.3124468142995559e-06
2828.pkl,0.0068790062809172235
2829.pkl,1.272384637307365e-06
2831.pkl,1.9884291817616814e-06
2833.pkl,1.839136927657309e-06
2834.pkl,2.3829975918163934e-06
2837.pkl,7.963412598771231e-06
2838.pkl,1.7595948945356558e-06
284.pkl,1.2945174615400034e-06
2840.pkl,2.0981714711267475e-06
2843.pkl,0.000652864338062214
2844.pkl,9.034464920320177e-06
2845.pkl,1.7742566317251153e-06
2846.pkl,1.0624750682212184e-05
285.pkl,8.693761984688068e-05
2852.pkl,3.3558916071589726e-05
2853.pkl,0.001250484830527628
2855.pkl,6.221294891773094e-06
2856.pkl,1.4724856416646765e-06
2857.pkl,3.5195626968047155e-06
2859.pkl,1.4501093673476545e-05
286.pkl,6.7335769820967125e-06
2861.pkl,1.7468848375284245e-05
2864.pkl,1.318036615052516e-06
2867.pkl,1.5293438443257277e-06
2868.pkl,2.0220988964935414e-06
2869.pkl,1.6125358945910373e-06
2871.pkl,2.6055043087624963e-06
2872.pkl,1.1107888341254848e-05
2875.pkl,1.720625662494685e-06
2877.pkl,4.470938247379438e-06
2878.pkl,4.252159738897238e-06
2879.pkl,1.961596569957084e-06
288.pkl,1.6805369939960268e-06
2880.pkl,5.025324122868693e-05
2881.pkl,1.9895815979485854e-06
2884.pkl,1.507458256302369e-06
2886.pkl,2.551802089151682e-06
2888.pkl,4.608846274122682e-06
2889.pkl,1.6694793975746998e-06
289.pkl,1.4421331741397255e-06
2890.pkl,1.4594285915013383e-06
2891.pkl,2.432117410245468e-06
2892.pkl,2.031915464984971e-05
2893.pkl,1.6377437329204678e-06
2895.pkl,2.949007416269971e-06
2896.pkl,1.2365343041545483e-05
2898.pkl,1.562220359520731e-06
29.pkl,1.4149970671306693e-06
290.pkl,6.346505085100117e-06
2902.pkl,5.806136178530454e-06
2903.pkl,4.9428230578168595e-06
2904.pkl,2.4641031914420344e-06
2905.pkl,1.3014852653744641e-06
2906.pkl,2.1229809179940787e-06
2908.pkl,1.8147367974037198e-06
2909.pkl,1.448424354377843e-06
291.pkl,0.00270294762014456
2912.pkl,1.4409424740043239e-06
2917.pkl,1.3522815387005194e-06
2924.pkl,1.7140858023595121e-06
2925.pkl,1.3450895374672616e-06
2926.pkl,1.6553946491471938e-06
2929.pkl,3.8248744595224315e-06
2931.pkl,2.7325677381451293e-06
2932.pkl,1.1000794154022567e-05
2933.pkl,1.5081348719857286e-06
2934.pkl,1.3120982489293064e-06
2936.pkl,2.3503508072336873e-05
2937.pkl,1.7963593715061968e-06
2939.pkl,1.6233878147521172e-06
294.pkl,1.433088136554972e-06
2941.pkl,1.5965536313861618e-06
2945.pkl,1.5619896066231378e-06
2946.pkl,8.232919143773993e-06
2947.pkl,4.787533353175561e-06
2949.pkl,4.291557686309389e-06
2950.pkl,0.16490033277600208
2952.pkl,2.0159177145926747e-05
2953.pkl,2.161220538096943e-06
296.pkl,1.6071494896696974e-06
2962.pkl,1.9135297860392674e-06
2963.pkl,7.155589443697999e-06
2964.pkl,1.0627312743742623e-05
2967.pkl,4.726370646613977e-06
297.pkl,2.80353988109546e-06
2972.pkl,1.2992044201098055e-06
2975.pkl,3.6731314823381467e-06
2976.pkl,1.335325637314814e-06
2980.pkl,3.7001967831285043e-06
2981.pkl,1.2546885292639169e-06
2982.pkl,3.985511058928036e-06
2984.pkl,1.2723333718470362e-06
2985.pkl,2.2576301035705095e-06
2988.pkl,1.673286513603679e-06
2989.pkl,2.0459070323264002e-05
299.pkl,5.284564496790195e-06
2991.pkl,0.00013758266385405758
2993.pkl,1.5105270920415635e-06
2994.pkl,0.00022299887000408713
2995.pkl,0.02018155132504337
2999.pkl,3.1244926475719277e-06
3.pkl,1.8374368665750001e-06
30.pkl,1.0533633839669443e-05
300.pkl,5.852952086268949e-06
3000.pkl,5.5103143070237965e-06
3001.pkl,2.4792822805308776e-05
3006.pkl,1.5517806102926601e-06
3008.pkl,1.7191470268593159e-06
3009.pkl,1.293319338999831e-06
3010.pkl,3.212197670435241e-06
3011.pkl,6.585323383851623e-06
3012.pkl,1.4424029214211336e-06
3013.pkl,1.809786511995273e-06
3015.pkl,2.0931886183148965e-06
3016.pkl,1.7822897326264832e-06
3017.pkl,2.7022843992852707e-06
3018.pkl,1.3789473235989822e-06
3024.pkl,2.0124570055633337e-06
3028.pkl,1.2705243791974954e-06
303.pkl,8.822299846538227e-05
3030.pkl,1.5224083702015084e-06
3031.pkl,3.822766950366969e-06
3033.pkl,9.319763296615589e-06
3037.pkl,3.468661142848142e-05
3038.pkl,1.8139804544133992e-06
3042.pkl,1.6568418735046348e-06
3044.pkl,4.706935188938122e-05
3050.pkl,1.4779633494156475e-06
3053.pkl,1.2439848052857568e-05
3054.pkl,2.9267918197380128e-06
3056.pkl,0.00013554732757913398
3058.pkl,1.6284392013180843e-06
3061.pkl,4.837828882402541e-06
3063.pkl,2.6835848171881115e-06
3065.pkl,1.2498156481018251e-06
3066.pkl,1.3718409199263756e-06
3067.pkl,6.141901831689557e-05
307.pkl,6.210894177003324e-06
3071.pkl,1.4677186956922753e-06
3073.pkl,0.00024160539020240727
3076.pkl,1.8312267692430997e-06
3077.pkl,1.0606372434276078e-05
3079.pkl,0.00011097056931756025
3080.pkl,8.843640521794622e-06
3081.pkl,1.9433927268781292e-05
3082.pkl,4.25880339676492e-05
3083.pkl,1.4901555350500174e-06
3085.pkl,1.5967011337205763e-06
3086.pkl,2.271182681171229e-06
3087.pkl,6.9624551506414004e-06
3088.pkl,1.3745788118592093e-06
3089.pkl,2.5418291603084206e-06
309.pkl,1.274395537323463e-06
3090.pkl,1.772902548357359e-06
3091.pkl,0.0007893648888502079
3095.pkl,1.9168982130014184e-06
3096.pkl,2.2261713980925847e-06
3099.pkl,0.00413202627647698
3100.pkl,3.092701348729366e-05
3102.pkl,1.7607837274391124e-06
3103.pkl,1.8553417428278497e-05
3105.pkl,2.8979835094318443e-06
3106.pkl,1.470064629295936e-06
3109.pkl,1.5433504140443801e-06
311.pkl,1.4550770103321187e-06
3115.pkl,0.0001803662312853589
3117.pkl,0.00010988340051204587
3118.pkl,1.3554125356222933e-06
3119.pkl,0.24206413264975732
3120.pkl,1.3334613917274455e-06
3121.pkl,0.0089518203748148
3122.pkl,1.6566463526373757e-06
3126.pkl,1.2916908299649845e-06
3129.pkl,3.497483736021294e-06
3131.pkl,2.6150986128265287e-05
3133.pkl,1.4706936773704348e-06
3134.pkl,2.7220974734686864e-06
3136.pkl,1.3329382469938123e-06
3139.pkl,1.7987639618643203e-06
3140.pkl,1.5390876896346063e-06
3144.pkl,2.4158318386595108e-06
3145.pkl,1.6014139219679025e-06
3146.pkl,4.123512248259117e-05
3147.pkl,0.00214915030851517
315.pkl,0.000166696763027956
3153.pkl,1.6323834088739746e-05
3157.pkl,8.88939254367779e-06
3158.pkl,0.7399500268439261
3159.pkl,0.00022504849751131997
3160.pkl,1.5798995364268755e-06
3162.pkl,1.596415519890888e-06
3164.pkl,0.01963659499171774
3166.pkl,1.587145735205422e-06
3167.pkl,1.4922939057423118e-06
3169.pkl,1.9470933261045684e-06
317.pkl,2.5983122726963732e-05
3171.pkl,0.00029697041089593395
3173.pkl,1.6745930039988708e-06
3174.pkl,1.7303320511594202e-06
3175.pkl,1.3992713731079845e-06
3176.pkl,1.5285859355380724e-06
3177.pkl,1.47364844555139e-06
3178.pkl,5.757096268847135e-06
3179.pkl,2.0989954955554817e-06
318.pkl,2.751070798357619e-06
3180.pkl,3.289550267857345e-05
3183.pkl,3.69018059374226e-05
3187.pkl,1.483449607429474e-05
3189.pkl,0.0008807968036921099
319.pkl,2.4748610015560717e-06
3196.pkl,4.301298729470191e-06
3199.pkl,3.5365388342920985e-06
32.pkl,1.8022055140512275e-06
3200.pkl,2.2439369635207482e-05
3202.pkl,3.487529719771855e-06
3203.pkl,2.412775512881641e-06
3207.pkl,1.4095493525805514e-06
321.pkl,0.00014268521509526124
3210.pkl,0.00731522521433
3211.pkl,3.4057760994603995e-06
3212.pkl,1.2675602154482856e-06
3213.pkl,1.3732452418751184e-06
3216.pkl,0.0005278791662878079
3217.pkl,1.292299140694528e-06
3219.pkl,2.6202027242291144e-06
3220.pkl,4.236832586567411e-05
3224.pkl,1.3473444127023768e-06
3227.pkl,4.084446990024459e-06
323.pkl,1.391217420945402e-06
3230.pkl,2.277754786872824e-06
3231.pkl,3.9477140105090285e-05
3234.pkl,6.195372689228368e-05
3235.pkl,0.000495346575120298
3236.pkl,1.6276221370686546e-06
3237.pkl,9.08054600312503e-06
3238.pkl,1.794640590767679e-06
3239.pkl,4.150602157447507e-06
3241.pkl,1.4011990931523798e-06
3243.pkl,1.5464565169749116e-06
3244.pkl,1.37536637233779e-06
3245.pkl,2.2617308219868008e-06
3246.pkl,4.0229909857289795e-06
3247.pkl,1.4060967085222414e-06
325.pkl,1.6355145922621072e-06
3253.pkl,4.176584848630422e-06
3256.pkl,0.0023517133938077196
3258.pkl,1.631502188740477e-06
3259.pkl,1.304495981830962e-06
3260.pkl,1.5101136527632374e-06
3261.pkl,9.839447954298883e-05
3263.pkl,1.3987002731353579e-06
3264.pkl,2.1198251835863807e-05
3266.pkl,2.253584166374988e-06
3267.pkl,0.3635102089772497
327.pkl,2.13128010648959e-06
3271.pkl,0.00519111966242609
3272.pkl,1.6215812442510593e-06
3273.pkl,0.0971424073317309
3276.pkl,5.176182676090397e-06
3277.pkl,1.9252319174153755e-06
3278.pkl,2.0747299072780983e-06
3279.pkl,1.2763794474959457e-06
328.pkl,1.3337255128311962e-06
3280.pkl,1.4504312031532724e-06
3281.pkl,1.7822360428493813e-06
3282.pkl,0.0018570503071011998
3283.pkl,0.00015389122097357336
3286.pkl,2.6833293608551166e-06
3287.pkl,6.8367443133897675e-06
3289.pkl,2.04127168466476e-05
329.pkl,2.299978193769478e-06
3293.pkl,2.62801613752146e-06
3294.pkl,3.902735761453284e-06
3295.pkl,2.863319612310766e-06
3296.pkl,1.3508146722660566e-06
3299.pkl,2.8588791494429588e-06
33.pkl,0.00056437421527701
3301.pkl,1.3666658767723129e-06
3302.pkl,6.1172784098265735e-06
3304.pkl,2.0964921024415745e-06
3306.pkl,2.2629154332543733e-06
3307.pkl,1.327927922661828e-05
3314.pkl,0.0009665166536913
3315.pkl,2.7259152225733778e-06
3317.pkl,0.000576667817807702
3318.pkl,4.1847086004055846e-06
3319.pkl,1.0694140331121897e-05
3320.pkl,1.4618837862476083e-06
3321.pkl,3.5525824840640506e-06
3327.pkl,1.4293583143659606e-06
3328.pkl,4.447238390642339e-06
333.pkl,2.4488825306806116e-06
3332.pkl,1.398063359820838e-06
3333.pkl,1.475980213933069e-06
3334.pkl,6.76762960898952e-06
3335.pkl,3.498192211015211e-06
3338.pkl,2.6059257449203137e-06
3339.pkl,1.6542896226515312e-06
334.pkl,1.3498598018113559e-06
3340.pkl,2.1627782226007635e-06
3341.pkl,3.5606053441724696e-05
3342.pkl,0.0052768313080389
3346.pkl,0.000750102354111524
335.pkl,2.4607342039099392e-05
3350.pkl,8.432294328323481e-06
3352.pkl,5.610491286962812e-06
3353.pkl,1.3397020332113473e-06
3355.pkl,1.4347878579386621e-06
3357.pkl,1.3606014377542447e-06
3358.pkl,3.1227856514002185e-06
3359.pkl,1.602604006468569e-06
3360.pkl,3.431819148178558e-06
3365.pkl,3.7803103793508467e-06
3366.pkl,6.159738098948712e-06
3367.pkl,6.237698297993862e-06
3369.pkl,3.4761968559711017e-06
337.pkl,1.2898597845192561e-06
3370.pkl,4.23370882226193e-06
3373.pkl,0.00531881294492807
3375.pkl,1.8488108585148932e-05
3377.pkl,1.502293561330805e-06
3378.pkl,1.6461574059865856e-06
3379.pkl,4.9779828477756944e-05
338.pkl,4.900175315910804e-06
3382.pkl,2.7885162507728125e-06
3383.pkl,2.214871913904857e-06
3384.pkl,2.0391667952066373e-06
3385.pkl,3.268438698619917e-05
3387.pkl,0.00156312511886172
3388.pkl,1.7537095802445402e-06
3389.pkl,1.8559035214235854e-06
339.pkl,1.8870142490769483e-06
3390.pkl,0.00025395410324105397
3391.pkl,1.5240575227793751e-06
3392.pkl,9.90866738268394e-06
3393.pkl,1.4569563248163404e-06
3394.pkl,4.1576941187915845e-06
3396.pkl,4.38731679955538e-05
3399.pkl,1.6006908768433904e-06
3401.pkl,1.3744644848433581e-06
3404.pkl,1.6547513454260966e-06
3409.pkl,2.0240932179141723e-06
3410.pkl,1.8328051201586704e-06
3411.pkl,8.900613693216687e-05
3414.pkl,4.5818153365771e-05
3415.pkl,1.0817130198291952e-05
3417.pkl,2.029095666895233e-06
342.pkl,1.56041386165325e-06
3423.pkl,1.8974121175655936e-06
3424.pkl,2.7022074801590895e-06
3425.pkl,1.5421451527980007e-06
3426.pkl,2.2404766860373296e-05
3428.pkl,1.712601946097352e-06
3429.pkl,0.7391312172138417
343.pkl,0.00018706828818904251
3430.pkl,1.4522224665809445e-06
3432.pkl,5.915184540897311e-06
3434.pkl,8.828022064336e-06
3435.pkl,1.3609458792153442e-06
3436.pkl,1.3918572686613648e-06
3438.pkl,0.00011967428124722373
3440.pkl,2.3646834081102413e-06
3444.pkl,1.3756524526180794e-06
3445.pkl,2.3964323960444347e-06
3447.pkl,3.474370045640042e-06
3448.pkl,1.3826024927277996e-06
3449.pkl,1.948729693262394e-06
345.pkl,2.5283655633042863e-06
3450.pkl,3.853321736044448e-05
3451.pkl,1.664193164895465e-06
3452.pkl,4.739676183554199e-05
3457.pkl,1.5406366836322455e-05
3459.pkl,1.3771159013928055e-06
3460.pkl,1.51274005335775e-06
3461.pkl,2.1880206523677284e-06
3462.pkl,1.2474181200846715e-06
3464.pkl,4.707637610061667e-06
3465.pkl,1.4667269064977257e-06
3468.pkl,1.4748394134665733e-06
3470.pkl,3.626558597506647e-06
3474.pkl,1.3756153811026881e-06
3475.pkl,1.7367300099210202e-06
3476.pkl,1.2194935830867067e-05
3478.pkl,3.268221168107362e-05
3484.pkl,2.960749544193066e-05
3485.pkl,2.8951499887719516e-06
3486.pkl,1.492010047399297e-06
3495.pkl,1.6024831842628639e-06
3498.pkl,7.795908255894268e-05
3499.pkl,1.277318723979868e-06
35.pkl,4.238458420840179e-06
3500.pkl,1.6279500333844433e-06
3501.pkl,5.187737986228293e-06
3503.pkl,1.8033086154674258e-06
3505.pkl,1.3288013070194028e-06
3507.pkl,0.00010298083010285059
3508.pkl,2.1163614870574787e-06
3509.pkl,1.3164386664284833e-06
351.pkl,1.415941407406446e-06
3513.pkl,1.5812109649717284e-06
3514.pkl,1.3539208585243637e-06
3515.pkl,3.0304654241871633e-06
3519.pkl,1.6211583209365004e-06
352.pkl,1.2634600289617884e-06
3520.pkl,1.4859070075263392e-06
3521.pkl,0.00031789434294064
3522.pkl,1.2470271434942545e-05
3523.pkl,1.2891484865324466e-06
3525.pkl,2.928811368951074e-06
3526.pkl,2.2962233745883135e-06
3527.pkl,1.907749582979667e-06
353.pkl,4.500947321692399e-06
3531.pkl,5.57896953336415e-06
3536.pkl,4.931480593486461e-06
3537.pkl,0.38450579285304876
3538.pkl,2.547990783812562e-06
3539.pkl,2.161214998119919e-06
354.pkl,1.315195230014592e-06
3541.pkl,1.3022838149564873e-06
3543.pkl,1.8553185131732237e-06
3545.pkl,1.3530706798506943e-06
3546.pkl,0.0001575442036206412
355.pkl,1.6867970935556035e-06
3550.pkl,1.528400357731461e-06
3551.pkl,5.8654094123652665e-06
3552.pkl,1.7540287454779619e-06
3558.pkl,1.4701937725722953e-06
356.pkl,3.4320484372708263e-06
3560.pkl,0.001018500680482596
3561.pkl,1.4703897542710326e-06
3566.pkl,1.7470957802548647e-06
3567.pkl,2.7179622315714376e-06
3569.pkl,1.8220252984516417e-06
3570.pkl,1.666246381927847e-06
3572.pkl,4.686782176852664e-06
3574.pkl,1.38191870425189e-06
3576.pkl,1.3177227383869761e-06
3578.pkl,2.2584678665337035e-05
3579.pkl,2.321009180507436e-05
3584.pkl,1.8053593022281584e-06
